gene	transcript	chr	strand	txStart	txStop	cdsStart	cdsStop	exonCount	exonStarts	exonStops	start	stop	score
MIR7641-2	NR_106988	chr11	+	124506393	124506443	124506443	124506443	1	124506393,	124506443,	124506393	124506443	1000
PPIAL4A	NM_001143883	chr1	-	144363586	144364246	144363676	144364171	1	144363586,	144364246,	144363586	144364246	1000
PPIAL4A	NM_001143883	chr1	-	147954759	147955419	147954849	147955344	1	147954759,	147955419,	147954759	147955419	1000
PPIAL4A	NM_001143883	chr1	+	149553002	149553662	149553077	149553572	1	149553002,	149553662,	149553002	149553662	1000
VAMP7	NM_001185183	chrX	+	155110942	155173433	155119129	155171803	7	155110942,155119120,155125285,155127775,155130160,155169364,155171546,	155111111,155119275,155125343,155127913,155130251,155169457,155173433,	155110942	155173433	1000
VAMP7	NM_001185183	chrY	+	59213948	59276439	59222135	59274809	7	59213948,59222126,59228291,59230781,59233166,59272370,59274552,	59214117,59222281,59228349,59230919,59233257,59272463,59276439,	59213948	59276439	1000
MIR1244-1	NR_036052	chr12	-	9392065	9392147	9392147	9392147	1	9392065,	9392147,	9392065	9392147	1000
MIR1244-2	NR_036262	chr12	-	9392065	9392147	9392147	9392147	1	9392065,	9392147,	9392065	9392147	1000
MIR1244-3	NR_036263	chr12	-	9392065	9392147	9392147	9392147	1	9392065,	9392147,	9392065	9392147	1000
MIR1244-4	NR_128710	chr12	-	9392065	9392147	9392147	9392147	1	9392065,	9392147,	9392065	9392147	1000
MIR1244-1	NR_036052	chr12	+	12264885	12264967	12264967	12264967	1	12264885,	12264967,	12264885	12264967	1000
MIR1244-2	NR_036262	chr12	+	12264885	12264967	12264967	12264967	1	12264885,	12264967,	12264885	12264967	1000
MIR1244-3	NR_036263	chr12	+	12264885	12264967	12264967	12264967	1	12264885,	12264967,	12264885	12264967	1000
MIR1244-4	NR_128710	chr12	+	12264885	12264967	12264967	12264967	1	12264885,	12264967,	12264885	12264967	1000
MIR7641-2	NR_106988	chr12	+	13199124	13199174	13199174	13199174	1	13199124,	13199174,	13199124	13199174	1000
TCP11X2	NM_001277423	chrX	+	101470279	101481785	101476558	101481591	10	101470279,101470806,101472933,101476533,101477417,101478374,101478757,101479076,101480019,101481358,	101470319,101470944,101473059,101476654,101477608,101478511,101478978,101479258,101480183,101481785,	101470279	101481785	1000
SPANXA2	NM_145662	chrX	-	140671795	140672860	140671859	140672800	2	140671795,140672728,	140672081,140672860,	140671795	140672860	1000
SPANXA2	NM_145662	chrX	+	140677834	140678899	140677894	140678835	2	140677834,140678613,	140677966,140678899,	140677834	140678899	1000
SPRY3	NM_001304990	chrX	+	154842225	155012119	155003533	155004400	3	154842225,154997623,155003427,	154842308,154997798,155012119,	154842225	155012119	1000
MIR7641-2	NR_106988	chr12	+	104519052	104519102	104519102	104519102	1	104519052,	104519102,	104519052	104519102	1000
RBMY1D	NM_001320950	chrY	-	24026222	24040673	24026500	24038602	12	24026222,24027210,24028418,24028963,24029515,24030581,24032706,24034774,24037971,24038551,24039787,24040525,	24026799,24027299,24028529,24029074,24029626,24030696,24032859,24034952,24038061,24038664,24039852,24040673,	24026222	24040673	1000
VCY1B	NM_181880	chrY	-	16097651	16098388	16097750	16098320	2	16097651,16098218,	16098026,16098388,	16097651	16098388	1000
MIR548AQ	NR_049838	chr12	+	122034433	122034505	122034505	122034505	2	122034433,122034474,	122034459,122034505,	122034433	122034505	1000
EIF3CL	NM_001317856	chr16	-	28390902	28415206	28391118	28414939	21	28390902,28391296,28391612,28391788,28391952,28394438,28399378,28399828,28401611,28401840,28402160,28403072,28403300,28411191,28411697,28411935,28412179,28412527,28412859,28414838,28415058,	28391201,28391459,28391700,28391854,28392112,28394802,28399603,28400019,28401705,28401966,28402302,28403176,28403463,28411319,28411807,28411990,28412305,28412717,28412925,28414969,28415206,	28390902	28415206	1000
EIF3CL	NM_001317856	chr16	+	28722740	28747050	28723007	28746834	21	28722740,28722977,28725021,28725229,28725641,28725956,28726139,28726627,28734484,28734768,28735642,28735978,28736239,28737925,28738341,28743149,28745840,28746098,28746252,28746493,28746751,	28722888,28723108,28725087,28725419,28725767,28726011,28726249,28726755,28734644,28734872,28735784,28736104,28736333,28738116,28738566,28743513,28746000,28746164,28746340,28746656,28747050,	28722740	28747050	1000
PRAMEF27	NM_001300891	chr1	+	13364885	13368733	13364885	13368733	3	13364885,13365843,13368171,	13365177,13366425,13368733,	13364885	13368733	1000
PRAMEF27	NM_001300891	chr1	+	13424002	13427859	13424002	13427859	3	13424002,13424966,13427297,	13424295,13425548,13427859,	13424002	13427859	1000
PRAMEF27	NM_001300891	chr1	+	13644799	13648656	13644799	13648656	3	13644799,13645763,13648094,	13645092,13646345,13648656,	13644799	13648656	1000
MAGEA2	NM_175742	chrX	+	151883074	151887096	151885595	151886540	6	151883074,151883335,151883567,151884445,151885384,151885530,	151883171,151883417,151883646,151884565,151885450,151887096,	151883074	151887096	1000
XAGE1A	NR_033254	chrX	-	52541053	52545988	52545988	52545988	4	52541053,52543753,52544407,52545635,	52541163,52543880,52544549,52545988,	52541053	52545988	1000
XAGE1A	NR_033254	chrX	-	52528159	52533094	52533094	52533094	4	52528159,52530859,52531513,52532741,	52528269,52530986,52531655,52533094,	52528159	52533094	1000
FAM72C	NM_001346070	chr1	-	143896524	143913160	143897546	143912208	5	143896524,143906011,143910077,143912143,143912785,	143897641,143906136,143910155,143912275,143913160,	143896524	143913160	1000
FAM72C	NM_001346068	chr1	-	143904508	143913160	143904522	143912295	4	143904508,143906011,143910077,143912143,	143904614,143906136,143910155,143913160,	143904508	143913160	1000
FAM72C	NM_001346067	chr1	-	143896524	143914673	143897546	143914265	5	143896524,143906011,143910077,143914113,143914521,	143897641,143906136,143910155,143914331,143914673,	143896524	143914673	1000
FAM72C	NM_001346071	chr1	-	143896524	143913160	143897586	143912295	3	143896524,143910077,143912143,	143897641,143910155,143913160,	143896524	143913160	1000
POTEH-AS1	NR_046571	chr14	-	19563711	19566680	19566680	19566680	2	19563711,19566285,	19564808,19566680,	19563711	19566680	1000
LINC01296	NR_122112	chr14	+	19650036	19684290	19684290	19684290	8	19650036,19652243,19653624,19653892,19655757,19656088,19680594,19683691,	19650126,19652354,19653772,19654004,19655871,19656224,19680685,19684290,	19650036	19684290	1000
BMS1P18	NR_073459	chr14	-	19670791	19681016	19681016	19681016	3	19670791,19678512,19680693,	19671105,19678600,19681016,	19670791	19681016	1000
BMS1P17	NR_073460	chr14	-	19670791	19681016	19681016	19681016	3	19670791,19678512,19680693,	19671105,19678600,19681016,	19670791	19681016	1000
BMS1P22	NR_133911	chr14	-	19670791	19686002	19686002	19686002	3	19670791,19678512,19685738,	19671105,19678600,19686002,	19670791	19686002	1000
LINC01296	NR_122111	chr14	-	19880208	19925329	19925329	19925329	4	19880208,19894699,19919137,19925239,	19884029,19894790,19919273,19925329,	19880208	19925329	1000
BMS1P22	NR_133911	chr14	+	19889385	19904572	19904572	19904572	3	19889385,19896784,19904258,	19889649,19896872,19904572,	19889385	19904572	1000
LINC01296	NR_122112	chr14	-	19891096	19925329	19925329	19925329	8	19891096,19894699,19919137,19919491,19921358,19921590,19923012,19925239,	19891695,19894790,19919273,19919605,19921470,19921738,19923123,19925329,	19891096	19925329	1000
BMS1P18	NR_073459	chr14	+	19894368	19904572	19904572	19904572	3	19894368,19896784,19904258,	19894691,19896872,19904572,	19894368	19904572	1000
BMS1P17	NR_073460	chr14	+	19894368	19904572	19904572	19904572	3	19894368,19896784,19904258,	19894691,19896872,19904572,	19894368	19904572	1000
CT45A7	NM_001291543	chrX	+	134883688	134891515	134887232	134891326	5	134883688,134887226,134889320,134889950,134891268,	134883743,134887401,134889569,134890044,134891515,	134883688	134891515	1000
CT45A7	NM_001291543	chrX	-	134963218	134971043	134963407	134967496	5	134963218,134964685,134965158,134967327,134970988,	134963465,134964779,134965407,134967502,134971043,	134963218	134971043	1000
FAM236D	NM_001348202	chrX	-	72027258	72028044	72027381	72027944	3	72027258,72027563,72027908,	72027409,72027727,72028044,	72027258	72028044	1000
FAM236D	NM_001348202	chrX	+	72132452	72133238	72132552	72133115	3	72132452,72132769,72133087,	72132588,72132933,72133238,	72132452	72133238	1000
RBMY1D	NM_001320950	chrY	+	23673223	23687672	23675294	23687394	12	23673223,23674044,23675232,23675833,23678942,23681035,23683198,23684268,23684820,23685365,23686595,23687095,	23673371,23674109,23675345,23675923,23679120,23681188,23683313,23684379,23684931,23685476,23686684,23687672,	23673223	23687672	1000
RNU6-2	NR_125730	chr14	+	32671250	32671356	32671356	32671356	1	32671250,	32671356,	32671250	32671356	1000
RNU6-2	NR_125730	chr14	-	32672369	32672475	32672475	32672475	1	32672369,	32672475,	32672369	32672475	1000
CXorf40A	NM_001171907	chrX	+	148622518	148629876	148627176	148628508	5	148622518,148623563,148626913,148627147,148628284,	148622888,148623630,148627046,148627429,148629876,	148622518	148629876	1000
CXorf40A	NM_001171908	chrX	+	148622518	148629876	148627176	148628508	5	148622518,148623563,148626913,148627147,148628284,	148622837,148623630,148627046,148627429,148629876,	148622518	148629876	1000
SSX2B	NM_001278702	chrX	-	52725945	52736276	52727037	52734799	9	52725945,52727033,52727903,52729492,52731630,52733546,52734177,52734730,52736161,	52726568,52727138,52727981,52729628,52731680,52733642,52734292,52734819,52736276,	52725945	52736276	1000
HSFY1	NM_152584	chrY	+	20708576	20750849	20708673	20750520	2	20708576,20750421,	20709186,20750849,	20708576	20750849	1000
HSFY1	NM_152584	chrY	-	20893325	20935601	20893654	20935504	2	20893325,20934991,	20893753,20935601,	20893325	20935601	1000
ASMTL	NM_001173474	chrX	-	1522031	1571870	1522161	1571733	12	1522031,1531624,1536865,1537874,1540550,1544417,1546626,1551161,1553914,1554586,1561078,1571640,	1522382,1531747,1537009,1538007,1540735,1544580,1547014,1551270,1553976,1554651,1561210,1571870,	1522031	1571870	1000
RBMY1D	NM_001320950	chrY	-	24049764	24064214	24050042	24062143	12	24049764,24050752,24051959,24052504,24053056,24054122,24056247,24058315,24061512,24062092,24063328,24064066,	24050341,24050841,24052070,24052615,24053167,24054237,24056400,24058493,24061602,24062205,24063393,24064214,	24049764	24064214	1000
IL9R	NM_176786	chrX	+	155227245	155240482	155227408	155239517	9	155227245,155231072,155232546,155233113,155233348,155234113,155234942,155235747,155239480,	155227452,155231173,155232684,155233225,155233520,155234230,155235144,155235853,155240482,	155227245	155240482	1000
IL9R	NM_176786	chrY	+	59330251	59343488	59330414	59342523	9	59330251,59334078,59335552,59336119,59336354,59337119,59337948,59338753,59342486,	59330458,59334179,59335690,59336231,59336526,59337236,59338150,59338859,59343488,	59330251	59343488	1000
XAGE2	NM_130777	chrX	+	52112152	52118826	52113157	52118734	5	52112152,52113149,52113709,52115686,52118711,	52112357,52113238,52113815,52115812,52118826,	52112152	52118826	1000
MIR7641-2	NR_106988	chr14	+	76070551	76070604	76070604	76070604	1	76070551,	76070604,	76070551	76070604	1000
IL3RA	NM_001267713	chrX	+	1455508	1501582	1460658	1501358	10	1455508,1460620,1470992,1471214,1475113,1477753,1484030,1497551,1499915,1501283,	1455819,1460722,1471125,1471399,1475229,1477780,1484145,1497657,1499997,1501582,	1455508	1501582	1000
IL3RA	NM_001267713	chrY	+	1405508	1451582	1410658	1451358	10	1405508,1410620,1420992,1421214,1425113,1427753,1434030,1447551,1449915,1451283,	1405819,1410722,1421125,1421399,1425229,1427780,1434145,1447657,1449997,1451582,	1405508	1451582	1000
GOLGA6L22	NM_001271664	chr15	+	22736267	22746002	22736336	22744278	11	22736267,22736396,22738180,22739394,22739533,22739722,22741207,22741596,22742395,22742526,22744254,	22736360,22736534,22738309,22739445,22739627,22739829,22741266,22741738,22742526,22743598,22746002,	22736267	22746002	1000
GOLGA6L22	NM_001271664	chr15	-	23403865	23579357	23405590	23579288	12	23403865,23406270,23406912,23572240,23572372,23573959,23574431,23575867,23576069,23576251,23577387,23579162,	23405614,23406411,23406978,23572351,23573305,23574101,23574490,23575974,23576163,23576302,23577516,23579357,	23403865	23579357	1000
ANXA8	NM_001271703	chr10	-	47157983	47174143	47158836	47173918	10	47157983,47161250,47162121,47163958,47164293,47164933,47165481,47166220,47167069,47173897,	47158896,47161373,47162180,47164054,47164387,47164993,47165561,47166311,47167183,47174143,	47157983	47174143	1000
PPIAL4D	NM_001164261	chr1	-	148201751	148202536	148201966	148202461	1	148201751,	148202536,	148201751	148202536	1000
XAGE1B	NR_033257	chrX	+	52511969	52516904	52516904	52516904	4	52511969,52513408,52514077,52516794,	52512322,52513550,52514204,52516904,	52511969	52516904	1000
XAGE1B	NR_033257	chrX	-	52528159	52533094	52533094	52533094	4	52528159,52530859,52531513,52532741,	52528269,52530986,52531655,52533094,	52528159	52533094	1000
EIF3CL	NM_001099661	chr16	+	28722740	28747050	28723007	28746834	21	28722740,28722977,28725021,28725229,28725641,28725956,28726139,28726627,28734484,28734768,28735642,28735978,28736239,28737925,28738341,28743149,28745840,28746098,28746252,28746493,28746751,	28722843,28723108,28725087,28725419,28725767,28726011,28726249,28726755,28734644,28734872,28735784,28736104,28736333,28738116,28738566,28743513,28746000,28746164,28746340,28746656,28747050,	28722740	28747050	1000
TBC1D3E	NM_001291466	chr17	+	36284018	36294915	36285544	36294600	14	36284018,36285543,36285778,36287147,36287669,36288193,36288630,36289993,36290585,36291419,36291898,36292427,36292897,36294031,	36284115,36285616,36285864,36287187,36287750,36288301,36288740,36290042,36290706,36291514,36291964,36292527,36293050,36294915,	36284018	36294915	1000
MIR4538	NR_130467	chr14	-	106324333	106324411	106324411	106324411	1	106324333,	106324411,	106324333	106324411	1000
MIR4539	NR_130468	chr14	-	106326563	106326584	106326584	106326584	1	106326563,	106326584,	106326563	106326584	1000
MIR7641-2	NR_106988	chr14	+	107092715	107092765	107092765	107092765	1	107092715,	107092765,	107092715	107092765	1000
MIR1268A	NR_031672	chr15	-	22513228	22513280	22513280	22513280	1	22513228,	22513280,	22513228	22513280	1000
FAM156A	NM_001242490	chrX	-	52976463	53024651	52977154	52977796	4	52976463,52984351,52985470,53024593,	52977913,52984444,52985953,53024651,	52976463	53024651	1000
FAM156A	NM_001242491	chrX	-	52976463	52987715	52977154	52977796	3	52976463,52985470,52987601,	52977913,52985953,52987715,	52976463	52987715	1000
FAM156A	NM_001242497	chrX	-	52976463	53024651	52977154	52977796	3	52976463,52985470,53024593,	52977913,52985544,53024651,	52976463	53024651	1000
FAM156A	NM_001242496	chrX	-	52976463	53024651	52977154	52977796	4	52976463,52984351,52985470,53024593,	52977913,52984444,52985544,53024651,	52976463	53024651	1000
FAM156A	NM_001242495	chrX	-	52976463	53024651	52977154	52977796	3	52976463,52985470,53024484,	52977913,52985544,53024651,	52976463	53024651	1000
FAM156A	NM_001242494	chrX	-	52976463	53024651	52977154	52977796	4	52976463,52984351,52985470,53024484,	52977913,52984444,52985544,53024651,	52976463	53024651	1000
GOLGA8F	NR_033351	chr15	+	28623783	28636412	28636412	28636412	18	28623783,28625652,28626357,28626600,28627535,28627983,28628163,28629292,28629488,28629791,28630270,28630794,28632234,28632747,28633413,28633596,28633786,28634024,	28623955,28625772,28626417,28626681,28627895,28628068,28628273,28629382,28629596,28629879,28630527,28630863,28632310,28632839,28633514,28633697,28633939,28636412,	28623783	28636412	1000
GOLGA8G	NR_033353	chr15	+	28623783	28637171	28637171	28637171	18	28623783,28625652,28626357,28626600,28627535,28627983,28628163,28629292,28629488,28629791,28630270,28630794,28632234,28632747,28633413,28633596,28633786,28634024,	28623955,28625772,28626417,28626681,28627895,28628068,28628273,28629382,28629596,28629879,28630527,28630875,28632310,28632839,28633514,28633697,28633939,28637171,	28623783	28637171	1000
GOLGA8G	NM_001350919	chr15	+	28623809	28637171	28623871	28634209	19	28623809,28625652,28626357,28626600,28627535,28627847,28627983,28628163,28629292,28629488,28629791,28630270,28630794,28632234,28632747,28633413,28633596,28633786,28634024,	28623955,28625772,28626417,28626681,28627574,28627895,28628068,28628273,28629382,28629596,28629879,28630527,28630863,28632310,28632839,28633514,28633697,28633939,28637171,	28623809	28637171	1000
GOLGA8F	NM_001350920	chr15	+	28623809	28637171	28623871	28634209	19	28623809,28625652,28626357,28626600,28627535,28627847,28627983,28628163,28629292,28629488,28629791,28630270,28630794,28632234,28632747,28633413,28633596,28633786,28634024,	28623955,28625772,28626417,28626681,28627574,28627895,28628068,28628273,28629382,28629596,28629879,28630527,28630863,28632310,28632839,28633514,28633697,28633939,28637171,	28623809	28637171	1000
